Geneid	SRR1573504	SRR1573505	SRR1573506	SRR1573507	SRR1573508	SRR1573509	SRR1573510	SRR1573511	SRR1573512	SRR1573513	SRR1573514	SRR1573515	SRR1573516	SRR1573517	SRR1573518	SRR1573519	SRR1573520	SRR1573521	SRR1573522	SRR1573523	SRR1573524	SRR1573525	SRR1573526	SRR1573527
gene-LOC100193487	540	448	688	592	433	1284	262	153	242	465	431	706	427	345	925	476	149	164	93	107	580	114	300	111
gene-LOC100277286	136	68	44	879	308	619	31	36	32	81	41	43	16	24	44	34	0	16	76	7	235	12	51	2
gene-LOC111590020	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100274121	88	106	64	64	64	33	76	6	34	0	0	6	2	0	6	18	0	0	0	0	0	0	0	0
gene-LOC100281991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100191432	4416	1472	1581	3564	1325	6295	1278	987	714	3851	1538	2898	1996	2259	5748	3718	789	1193	1519	335	2367	426	3001	1633
gene-LOC100281997	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100278289	352	224	277	692	251	576	132	73	144	263	132	227	90	91	311	454	145	198	117	61	282	117	431	87
gene-LOC100279285	623	422	225	963	398	1029	216	349	208	646	509	584	316	366	1198	253	64	179	194	117	68	141	125	103
gene-LOC100280680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100285174	16712	8170	10202	8406	5232	11452	5659	5072	3380	5619	1985	3005	2294	1796	6284	8632	1724	3850	1424	634	4370	1583	5116	2333
gene-LOC109941991	2	0	0	0	3	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109941908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636049	2	0	0	0	1	4	0	0	1	2	0	5	2	2	3	0	0	0	0	0	0	0	0	0
gene-LOC100191387	6914	3105	3488	3481	2701	9425	2511	2029	1551	4536	2258	3539	2251	2436	5700	3927	2112	1741	1436	643	4187	1233	1954	1401
gene-LOC109941626	81	53	46	88	62	126	46	39	22	53	29	56	49	48	115	54	26	18	1	6	33	23	81	37
gene-LOC100304181	3881	1728	1778	2680	2028	4513	1275	1830	873	1778	1390	2142	1325	1148	3885	1564	301	945	1457	342	1592	325	1031	402
gene-LOC103636051	0	0	0	0	0	1	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0
gene-LOC100274453	44	31	26	252	40	100	116	81	77	325	73	99	21	24	234	0	0	2	0	0	0	8	0	4
gene-LOC109941574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100286248	5221	1679	2152	3332	1320	2531	1275	1811	882	1779	720	1105	580	615	1662	1713	447	924	490	242	1246	521	2585	946
gene-LOC103636052	186	202	236	298	411	1100	226	233	175	807	537	739	375	390	1201	454	112	216	482	198	1058	535	550	320
gene-LOC103636053	84	67	82	236	95	321	72	54	89	209	140	276	106	78	326	98	86	76	134	59	366	79	297	178
gene-LOC109941954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103637354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100194332	6	15	8	38	68	45	13	4	6	11	5	0	6	0	18	0	0	0	0	0	0	0	0	0
gene-LOC100273822	1427	500	438	1004	428	1294	418	508	239	853	482	719	391	394	1347	610	180	370	269	140	677	209	930	197
gene-LOC100284352	6	0	6	0	9	84	4	0	15	7	0	0	1	0	18	0	1	0	0	0	0	0	0	0
gene-LOC100278809	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100136878	934	191	152	661	176	443	109	147	90	446	279	448	198	200	834	482	124	194	89	39	47	139	335	105
gene-LOC100275517	24	20	10	105	11	61	16	20	17	37	16	24	10	7	47	15	2	39	0	0	57	1	2	0
gene-LOC100276067	169	165	80	204	94	318	100	22	49	195	108	98	97	38	235	110	57	79	136	0	6	156	108	33
gene-LOC103637357	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	14	4	18	0	0	0
gene-LOC103636057	0	0	0	1	0	2	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0
gene-LOC100277211	3405	1440	1469	2926	804	2804	904	1236	554	2459	1079	1490	749	621	2069	1612	370	824	448	209	873	202	490	749
gene-LOC100217300	5532	2032	2906	6663	2096	6663	1444	1902	1131	3366	1655	2626	1388	1143	4127	2627	502	1131	1250	397	2683	667	1249	978
gene-LOC109941616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109941658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636058	39	0	9	1	2	14	3	16	0	9	5	0	2	0	12	0	0	0	0	0	0	0	134	2
gene-LOC103636059	852	1836	1212	855	2265	4138	1663	155	571	2414	1557	2414	2079	1519	3660	1425	679	983	284	181	788	193	1104	187
gene-LOC542589	11571	7967	7079	10019	5981	11115	5892	4138	3343	6546	2593	4419	2496	2055	8406	8030	1831	4129	1553	987	4909	2013	5944	2640
gene-LOC103636060	351	150	159	219	251	1038	243	17	109	265	167	552	266	341	685	24	0	0	0	0	0	0	9	0
gene-LOC103636061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589995	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636062	10	6	17	8	9	34	5	21	6	19	15	7	14	10	32	1	1	13	0	0	3	0	5	2
gene-LOC100285771	16860	2485	2349	12955	2643	10715	1943	4334	1786	8292	6577	11777	4654	6380	20381	5072	1586	2498	2582	714	1911	1126	4083	2178
gene-LOC100381450	9	9	5	4	6	10	3	1	0	11	1	2	5	7	14	7	3	0	1	1	7	2	1	4
gene-LOC100193527	2580	2020	2269	1276	1491	6478	1798	621	811	4831	2753	5256	2591	3014	5461	2507	1339	1254	555	216	1526	173	2219	454
gene-LOC103636063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103637360	8	5	2	24	4	15	4	0	0	2	0	0	2	2	9	5	5	1	0	0	52	6	4	1
gene-LOC542067	2137	1143	967	1923	1177	3317	800	528	594	1771	1366	2345	986	1137	3257	1434	566	563	655	173	754	105	596	401
gene-LOC100277708	21898	11910	7024	16716	7743	19078	8374	6833	3990	17710	8602	15997	6667	6025	19947	14121	4210	5070	2631	1209	7483	2530	8669	5483
gene-LOC100277217	3673	991	1046	5859	1085	4188	755	2282	831	2650	1244	1576	732	615	2355	916	247	271	210	81	269	253	989	689
gene-LOC109941589	36	34	12	49	32	65	14	9	12	27	9	26	17	7	54	42	13	40	6	2	19	50	38	14
gene-LOC103653238	0	1	2	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC100282758	440	218	265	308	175	1076	162	398	107	855	353	536	263	311	659	416	14	87	197	44	125	303	206	56
gene-LOC100274334	3	4	4	2	5	9	6	3	0	1	0	1	3	0	2	0	0	0	0	2	2	0	0	0
gene-LOC100382178	698	529	185	440	186	1020	200	238	114	902	574	738	378	271	1396	510	5	81	22	23	159	56	35	29
gene-LOC103636064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100276534	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636066	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	48	0	0	0	0	0
gene-LOC103636067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100502119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100233231	311	193	150	326	149	592	116	25	84	286	215	327	131	105	352	127	20	27	12	13	91	17	63	23
gene-LOC100284805	1384	522	441	1157	400	857	436	520	232	496	208	231	147	99	583	675	141	290	119	85	315	159	595	269
gene-LOC100284134	7240	2787	2676	7309	2714	4140	1837	2220	1461	3886	1772	2847	2531	1440	3048	4646	1031	2286	759	294	3421	916	3520	1543
gene-LOC100281534	1	6	0	6	0	2	0	0	0	4	4	0	0	0	2	0	25	91	1	0	0	39	4	15
gene-LOC100194347	3347	1155	1419	1514	1255	3933	955	827	631	2811	1428	2567	1398	1515	3428	1686	462	738	737	188	880	609	1486	938
gene-LOC100285724	584	735	1057	242	537	873	509	248	236	401	399	467	357	280	781	1181	275	414	123	59	442	228	667	299
gene-LOC100191358	6695	2588	2563	3783	2005	7068	1864	2698	1360	4391	2289	3691	1688	1377	6072	2456	448	1477	890	224	2136	782	2950	1410
gene-LOC100216717	3681	1186	1426	3202	1131	3066	955	1976	696	1235	595	829	417	327	1668	1317	272	777	587	248	1517	426	781	779
gene-LOC111589967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC111589977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100285653	21830	7934	5466	6776	3359	10839	4226	8713	3460	8571	6710	10796	5937	5559	16967	5689	2822	3499	1767	601	3796	854	4551	2579
gene-LOC103636070	0	2	0	0	4	0	0	2	1	0	0	0	0	0	0	4	0	0	0	2	0	0	2	2
gene-LOC541778	3398	953	990	2640	709	2266	747	1382	543	1562	762	1300	655	591	2215	882	117	319	308	77	286	262	573	304
gene-LOC100192838	1034	459	522	782	400	957	284	543	204	496	272	409	198	162	623	180	14	181	25	50	200	10	224	135
gene-LOC100283595	341	99	144	841	217	718	140	186	110	283	225	325	203	171	703	57	54	114	85	19	71	42	71	114
gene-LOC100193736	995	687	926	636	668	2045	604	337	316	1850	959	1521	779	944	2289	885	428	504	159	160	665	125	271	341
gene-LOC103636071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100304295	386	179	173	235	137	277	78	84	75	164	65	90	26	56	124	469	264	215	126	15	226	95	88	204
gene-LOC103636076	1553	702	832	1483	851	3024	639	661	415	1094	1125	1772	1006	847	2736	485	324	205	287	92	774	161	444	174
gene-LOC103636075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109941915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636074	143	62	65	164	89	164	71	89	37	107	31	66	36	24	170	53	11	19	1	1	29	3	27	25
gene-LOC100273574	7126	2444	3320	3227	1526	3323	1313	2653	1505	3337	1238	1754	1096	826	3469	979	145	554	17	83	235	87	672	426
gene-LOC100191341	810	373	284	527	334	1395	218	183	207	947	594	861	329	333	1303	370	338	166	127	22	358	59	292	167
gene-TRNAK-CUU-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-TRNAK-CUU-52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636078	6994	2053	3656	4925	3204	10013	1464	1486	987	6839	3117	5363	3364	4918	8676	3963	1410	2768	5688	1159	5305	888	2963	1122
gene-LOC100381512	467	130	232	647	154	492	132	133	136	294	77	93	25	61	226	86	8	13	83	50	129	8	0	179
gene-LOC103636079	0	7	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636081	4743	2403	2978	2552	2261	8421	2225	1692	1172	4286	1649	3103	2241	2414	5083	4573	755	1509	1464	504	2706	1156	2914	988
gene-TRNAP-UGG-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC118473148	33	21	46	51	41	131	3	12	21	45	20	35	13	10	60	5	0	10	1	4	13	4	10	4
gene-LOC100192850	31	18	36	52	22	107	7	9	15	13	15	24	22	3	37	5	0	7	2	0	1	3	3	0
gene-LOC103636080	10953	5241	4208	7115	4668	11862	3815	2494	2231	7220	4222	6075	3808	3066	7732	8537	2575	4530	2477	1272	7386	1569	5383	3329
gene-TRNAP-UGG-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC118473149	116	40	65	90	46	270	35	20	46	105	48	84	55	48	126	3	0	29	10	0	88	0	2	76
gene-LOC118473150	28	10	36	50	13	88	14	10	11	27	14	13	12	1	19	4	0	0	0	0	1	0	1	0
gene-LOC103636083	2	2	2	10	4	0	0	0	0	18	0	22	10	12	19	0	0	0	0	0	0	0	0	0
gene-LOC103636085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109941970	0	0	0	0	0	0	0	0	0	1	12	7	7	4	12	0	0	0	0	0	0	0	0	0
gene-LOC103636086	0	0	0	0	0	0	0	0	0	3	0	9	0	4	0	0	0	0	0	0	0	0	0	0
gene-LOC103637369	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100286149	10172	3421	5603	6892	3661	9147	2361	2065	1984	7839	5564	9051	5583	5161	15940	4317	979	2237	1255	716	3547	401	2148	1105
gene-LOC103636089	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636090	1	0	2	9	1	4	0	1	0	8	0	5	3	0	3	5	2	2	0	0	3	2	2	0
gene-LOC103636092	194	123	102	265	89	231	34	83	75	215	126	200	76	101	247	147	67	56	20	15	76	7	200	50
gene-LOC103636093	550	216	145	308	97	237	146	183	116	182	127	186	82	128	483	61	8	58	0	0	5	46	5	58
gene-LOC103636095	209	321	175	868	1227	1770	290	68	152	309	216	256	323	154	412	209	49	104	423	218	709	19	66	45
gene-LOC103636096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636097	4043	1582	1445	2388	1807	4216	1390	1170	1217	5959	2649	5079	2823	2545	7070	2569	273	2509	1544	474	2332	1179	3541	2015
gene-LOC118473151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636098	43	6	16	18	22	41	0	0	0	62	21	21	2	10	18	35	14	4	0	0	0	0	0	0
gene-LOC100280257	3600	2135	3219	2050	1568	3321	1530	1704	842	3002	1485	2057	2832	1905	3020	2533	385	1401	616	104	1058	321	1187	568
gene-LOC103636099	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100194263	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100285218	4032	1530	2074	2803	1413	4640	1003	1115	1056	3190	1357	1863	1021	818	3099	1584	354	861	564	249	1298	380	1277	688
gene-LOC100283851	49554	26616	16097	30977	17573	29380	18410	16141	8822	34887	14642	23825	19858	13852	30776	33482	9011	18489	10042	3671	17863	6951	23730	10936
gene-LOC100280248	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100217161	158	83	105	99	40	152	138	179	176	176	68	95	39	34	146	37	8	6	42	8	15	25	70	47
gene-LOC100384816	31	14	9	42	2	17	5	0	10	8	19	49	10	20	62	32	0	0	0	7	0	0	0	1
gene-LOC103636103	1	1	2	1	2	8	0	1	0	0	0	2	0	0	0	0	0	6	0	0	0	0	2	0
gene-LOC103637376	0	0	4	2	0	1	0	0	0	37	27	50	33	35	61	0	0	0	0	0	0	0	0	0
gene-LOC103636104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103637374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103637373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636106	71	35	31	116	24	45	104	36	70	80	20	30	13	13	122	0	0	0	16	0	4	10	2	10
gene-LOC100381584	1137	372	779	1429	461	1623	352	616	360	1241	612	882	583	445	1500	485	85	281	90	70	389	234	312	187
gene-LOC100278992	7397	2418	3029	5217	2663	7757	2053	2627	1283	4821	1938	2943	1954	1599	4782	3877	813	1802	2429	602	3177	2245	2872	2621
gene-LOC100216556	5882	2147	2513	5629	2157	7686	1748	1770	1131	3675	2181	4005	2004	2310	6837	3559	1025	1600	1666	419	2433	682	2538	781
gene-LOC100217089	2874	1197	1140	2279	1098	4135	625	431	556	1523	874	1410	504	469	1924	736	415	379	156	42	345	32	797	274
gene-LOC100382138	561	164	120	662	227	451	36	4	0	40	36	27	67	46	56	711	945	377	412	114	982	56	10	24
gene-LOC100274209	241	116	218	145	249	668	266	79	144	101	32	73	34	6	180	16	0	2	1	5	60	0	0	0
gene-LOC100279300	4237	1640	1286	4020	2318	6641	1721	1953	881	3882	2742	4052	2081	1838	7362	3327	555	1122	2314	683	3475	793	1689	1712
gene-LOC103636108	0	0	0	0	0	0	0	0	0	6	2	2	2	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636110	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC109941467	1462	783	1230	1130	685	2549	620	514	405	1258	651	1158	889	1005	1698	936	391	432	534	258	1115	168	181	314
gene-TRNAR-CCU-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100272982	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636111	12	2	2	8	9	26	0	0	0	0	0	0	0	0	0	0	0	0	0	6	2	0	0	0
gene-LOC103636112	0	0	0	168	50	475	0	84	2	8	2	4	0	0	2	0	0	0	86	49	83	0	0	0
gene-LOC100282388	6	4	0	0	1	5	0	36	0	5	2	5	2	0	10	0	0	0	0	0	0	0	0	0
gene-LOC103636114	440	322	205	414	206	581	145	111	103	232	144	259	96	90	451	193	15	101	120	43	51	100	51	109
gene-LOC103636116	1	0	0	24	0	14	0	0	0	0	0	0	0	0	0	0	6	0	28	9	26	0	0	0
gene-LOC100193870	1786	618	616	1051	441	1165	332	767	393	1225	430	713	238	297	1257	511	78	137	114	27	150	57	228	137
gene-LOC103636117	2891	952	775	1948	894	2485	674	1025	597	1306	982	1621	841	723	2198	1107	302	935	407	154	1287	208	1278	123
gene-LOC103637381	21	1	4	1	0	14	6	0	5	0	3	5	1	7	2	9	0	0	0	0	3	0	0	47
gene-LOC103636118	0	0	2	4	11	6	0	0	0	2	0	0	0	0	2	0	0	0	0	16	39	0	0	0
gene-LOC100382491	257	75	68	117	21	137	25	55	45	155	40	28	27	18	60	106	8	26	0	6	46	12	129	46
gene-LOC100285933	37	45	81	115	172	387	128	26	80	36	12	26	13	12	61	0	0	0	0	0	0	0	0	0
gene-LOC100273119	1567	511	838	1308	388	1173	329	891	315	696	253	382	191	185	576	468	96	197	221	69	776	237	116	330
gene-LOC100381637	515	163	235	144	72	294	143	111	59	360	172	357	134	134	514	164	32	132	16	4	26	41	303	86
gene-LOC100382205	8	4	7	0	0	6	7	0	0	3	1	2	0	0	10	23	0	0	0	0	0	0	0	0
gene-LOC100500980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100285235	76	30	39	38	54	125	12	6	19	45	10	14	6	24	40	0	0	0	0	0	66	0	0	0
gene-LOC103636120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100276966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100283885	2786	1143	1561	2899	843	2195	861	1205	766	1919	535	719	561	568	1027	256	48	100	1	5	14	82	262	211
gene-LOC100277199	643	518	272	377	936	2520	720	186	343	482	253	496	393	216	1399	53	0	4	0	0	0	0	50	5
gene-LOC100192736	6	0	11	0	0	13	0	0	9	0	0	2	0	0	8	0	0	0	6	2	4	0	0	0
gene-LOC118473152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103637385	1946	1228	878	2541	1322	2658	964	1088	527	986	414	563	271	332	987	1538	231	716	610	263	1835	355	1169	745
gene-LOC118473153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC118473220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636124	0	2	2	0	0	8	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
gene-LOC109941666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC542452	82	21	22	513	138	446	38	90	67	98	31	2	0	6	11	0	26	4	142	31	167	0	10	8
gene-LOC100382806	20649	7791	10489	19439	8855	12808	6031	7745	4024	7421	4249	5958	5079	2986	10598	9391	1683	4202	3994	1354	6672	1727	4718	2728
gene-LOC103636125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC112163627	805	240	134	359	117	546	78	75	81	446	263	460	207	238	566	390	52	169	125	9	69	0	6	8
gene-LOC100286304	12	7	21	29	17	137	6	8	30	12	1	9	14	0	10	0	0	12	0	0	0	0	0	0
gene-LOC103637388	0	6	0	0	18	15	0	0	2	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0
gene-LOC100278713	2270	945	1177	1197	700	1647	767	828	339	926	372	510	299	249	994	659	175	409	365	140	848	162	626	250
gene-LOC103636128	2	1	1	3	0	0	0	2	0	0	0	1	1	0	0	4	0	0	0	0	0	0	0	0
gene-LOC109941922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103637390	7161	6725	5827	3389	5728	11656	5006	2122	1826	5075	2788	4087	3036	2999	6341	8777	2425	3540	2526	923	6255	1443	4859	3653
gene-LOC100281709	6566	2597	2359	2952	2637	5740	2834	2016	1402	2062	1946	4648	4032	2686	6135	7335	1506	5609	2644	1155	7280	1960	2495	1570
gene-LOC100274592	1346	695	475	736	409	917	313	483	271	711	545	875	388	415	1246	401	63	92	110	31	178	29	185	82
gene-LOC100383419	2796	2102	1700	2194	2455	6803	1283	1014	717	2170	1309	1719	1534	2199	2759	3727	582	1300	1858	727	2384	600	1462	899
gene-LOC103636131	1560	486	573	1444	560	1421	401	623	255	834	396	698	312	315	1191	817	191	364	430	126	756	181	484	284
gene-LOC100285223	57	7	16	202	40	189	12	0	1	44	22	22	5	8	26	23	0	0	73	6	62	0	0	0
gene-LOC103636132	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100282009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-pht6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100193610	2366	914	804	575	213	339	518	545	324	824	234	389	239	220	678	843	198	648	51	63	145	258	781	221
gene-LOC100286223	7673	3087	4148	9505	4589	13374	3581	3990	2595	7530	3696	5878	4089	3572	8967	6952	2812	3188	2119	767	3921	2324	5878	3990
gene-LOC103636134	145	65	127	15	8	16	52	41	54	124	59	140	126	75	131	84	0	12	0	0	0	17	180	21
gene-LOC100273417	13816	6201	7767	7613	5317	14669	5086	5140	3464	9103	4075	5437	3606	2830	9662	7941	1509	4478	2127	535	2890	2102	5703	3625
gene-MIR319c	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC100286289	0	2	0	0	0	2	0	2	1	6	0	0	0	2	4	0	0	0	0	0	6	0	0	0
gene-LOC100273185	17360	12254	7938	16450	13362	24855	9065	5602	3930	18394	5920	8175	6346	6865	20490	7392	2134	3955	4787	1573	8234	782	1639	1995
gene-LOC100284411	788	477	585	1118	664	1877	193	282	149	811	393	713	313	305	841	639	122	212	187	79	614	5	271	191
gene-LOC103636137	146	48	28	134	111	113	8	75	7	66	72	180	152	177	180	1	0	29	202	16	150	0	2	0
gene-LOC100191225	1138	339	392	927	589	1209	336	423	239	452	204	372	232	166	668	242	113	229	137	91	271	71	11	109
gene-LOC107275245	148	149	65	121	48	103	50	90	54	115	49	36	48	37	61	39	1	54	9	18	27	2	182	1
gene-LOC100280337	33	11	13	26	8	4	0	1	4	12	1	10	6	7	4	0	0	0	0	0	2	0	2	0
gene-LOC100273266	14481	4453	4006	12336	5006	11538	3552	3762	2778	5724	2649	4537	2514	2218	7777	6567	2315	3953	1843	961	5502	1258	4068	2176
gene-LOC100281900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636139	6071	4679	4199	3953	5352	9772	3313	1716	2080	3911	1770	2944	2920	2111	4444	5334	1967	3719	3136	1119	5299	1774	3082	2108
gene-LOC103636140	479	172	282	416	147	392	143	129	165	171	100	259	104	121	274	153	30	160	2	31	299	54	15	98
gene-LOC100278854	485	242	234	593	289	1053	220	305	204	855	397	612	446	340	934	575	9	111	356	64	601	304	28	75
gene-LOC100274700	166	122	141	440	150	839	108	112	102	312	224	324	162	131	360	70	7	32	114	9	152	84	382	54
gene-LOC103636141	1902	609	542	1404	591	2284	474	847	411	1293	946	1333	515	606	1881	845	375	495	467	224	1049	135	245	506
gene-LOC100283183	1528	1399	1118	982	935	1941	847	518	342	1009	511	484	429	298	1441	1201	454	780	396	109	561	43	614	566
gene-LOC100279449	2	0	0	46	14	40	0	0	0	0	0	0	0	0	0	0	0	2	0	11	102	0	0	0
gene-LOC111590086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
gene-LOC103636145	0	0	0	0	0	2	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636146	8	4	2	1	48	18	14	0	3	2	0	0	0	0	2	0	0	0	0	2	0	0	0	0
gene-TRNAR-ACG-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636147	356	104	130	592	136	343	78	87	35	179	109	167	42	39	242	25	4	59	22	20	24	3	17	6
gene-LOC103636149	3759	1758	2768	2280	1270	5762	1443	869	1217	3680	1976	3804	3029	3259	4614	4741	1379	2762	1798	290	1465	1071	3033	2081
gene-LOC103636148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene-LOC103636150	75	26	28	62	44	108	40	14	9	37	28	73	31	14	132	41	0	29	80	6	5	15	49	45
gene-LOC100285865	2010	892	779	1462	510	924	467	681	347	560	168	244	147	123	599	668	144	388	284	132	766	148	525	311
gene-LOC103636153	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	190	0
gene-LOC103636155	3210	2454	2330	3341	2468	8274	1702	985	1453	5920	3680	5305	2237	2799	8864	2982	841	1173	821	468	1394	610	1741	872
